ProductID,ProductNumber,ProductName,ProductSubCategoryName,ProductCategoryName,ProductionDate,FailureDate,WarrantyDate,FailureCode,FailureDescription,CustAccount,StoreName,TerritoryID,CountryRegionCode,TerritoryName
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2016-02-15,2017-08-22,2018-02-15,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
973,BK-R79Y-40,"Road-350-W Yellow, 40",Road Bikes,Bikes,2013-05-11,2013-11-16,2015-05-11,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
989,BK-M18B-40,"Mountain-500 Black, 40",Mountain Bikes,Bikes,2012-10-03,2014-04-28,2014-10-03,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
973,BK-R79Y-40,"Road-350-W Yellow, 40",Road Bikes,Bikes,2013-10-07,2015-08-27,2015-10-07,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
973,BK-R79Y-40,"Road-350-W Yellow, 40",Road Bikes,Bikes,2013-10-06,2015-08-27,2015-10-06,B-500,Tyre,319,Cycles Sales and Repair,7,FR,France
960,BK-T18U-62,"Touring-3000 Blue, 62",Touring Bikes,Bikes,2015-10-30,2016-02-05,2017-10-30,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2015-11-26,2017-09-25,2017-11-26,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
784,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes,Bikes,2016-11-25,2018-06-17,2018-11-25,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
784,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes,Bikes,2016-11-27,2017-08-18,2018-11-27,B-500,Tyre,319,Cycles Sales and Repair,7,FR,France
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2014-11-18,2016-06-10,2016-11-18,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
970,BK-T44U-46,"Touring-2000 Blue, 46",Touring Bikes,Bikes,2013-05-03,2013-07-18,2015-05-03,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2015-11-01,2016-01-22,2017-11-01,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2015-11-03,2017-03-10,2017-11-03,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
790,BK-R89R-48,"Road-250 Red, 48",Road Bikes,Bikes,2014-04-08,2014-10-28,2016-04-08,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
785,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2014-08-31,2015-12-30,2016-08-31,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
785,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2014-08-25,2016-03-25,2016-08-25,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2016-03-23,2016-08-25,2018-03-23,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
801,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes,Bikes,2015-12-09,2016-12-07,2017-12-09,B-200,Fork,191,Non-Slip Pedal Company,6,CA,Canada
801,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes,Bikes,2016-11-25,2018-02-11,2018-11-25,B-200,Fork,191,Non-Slip Pedal Company,6,CA,Canada
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2015-05-20,2016-06-25,2017-05-20,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2015-05-12,2015-07-17,2017-05-12,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2014-06-07,2015-03-03,2016-06-07,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2014-06-10,2015-05-01,2016-06-10,B-1000,Wheel rim,319,Cycles Sales and Repair,7,FR,France
784,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes,Bikes,2016-10-13,2017-07-20,2018-10-13,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
784,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes,Bikes,2016-10-19,2017-03-12,2018-10-19,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
987,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,2012-10-23,2014-04-05,2014-10-23,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
785,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2017-01-09,2018-08-27,2019-01-09,B-500,Tyre,319,Cycles Sales and Repair,7,FR,France
987,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,2012-10-26,2013-07-13,2014-10-26,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
772,BK-M82S-42,"Mountain-100 Silver, 42",Mountain Bikes,Bikes,2013-03-14,2013-10-07,2015-03-14,B-200,Fork,191,Non-Slip Pedal Company,6,CA,Canada
760,BK-R50R-60,"Road-650 Red, 60",Road Bikes,Bikes,2013-03-03,2014-01-24,2015-03-03,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
760,BK-R50R-60,"Road-650 Red, 60",Road Bikes,Bikes,2013-03-02,2014-11-01,2015-03-02,B-500,Tyre,319,Cycles Sales and Repair,7,FR,France
760,BK-R50R-60,"Road-650 Red, 60",Road Bikes,Bikes,2013-11-13,2014-02-28,2015-11-13,B-500,Tyre,319,Cycles Sales and Repair,7,FR,France
760,BK-R50R-60,"Road-650 Red, 60",Road Bikes,Bikes,2013-11-19,2014-05-13,2015-11-19,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2015-02-25,2016-03-09,2017-02-25,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
750,BK-R93R-44,"Road-150 Red, 44",Road Bikes,Bikes,2017-04-17,2017-08-22,2019-04-17,B-1000,Wheel rim,319,Cycles Sales and Repair,7,FR,France
790,BK-R89R-48,"Road-250 Red, 48",Road Bikes,Bikes,2013-08-03,2015-03-30,2015-08-03,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
755,BK-R68R-60,"Road-450 Red, 60",Road Bikes,Bikes,2013-08-21,2015-06-04,2015-08-21,B-200,Fork,191,Non-Slip Pedal Company,6,CA,Canada
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2016-01-17,2017-08-01,2018-01-17,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2016-01-22,2016-09-03,2018-01-22,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2014-11-10,2015-03-22,2016-11-10,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2014-11-07,2015-12-29,2016-11-07,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
987,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,2012-02-15,2013-11-21,2014-02-15,B-400,Saddle,319,Cycles Sales and Repair,7,FR,France
987,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,2012-02-19,2012-06-21,2014-02-19,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
987,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,2012-03-18,2013-12-13,2014-03-18,B-400,Saddle,319,Cycles Sales and Repair,7,FR,France
987,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,2012-03-25,2013-01-12,2014-03-25,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
959,BK-T18U-58,"Touring-3000 Blue, 58",Touring Bikes,Bikes,2015-09-17,2017-05-24,2017-09-17,B-300,Brake,191,Non-Slip Pedal Company,6,CA,Canada
959,BK-T18U-58,"Touring-3000 Blue, 58",Touring Bikes,Bikes,2015-09-16,2017-05-28,2017-09-16,B-200,Fork,191,Non-Slip Pedal Company,6,CA,Canada
987,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,2013-09-11,2014-01-12,2015-09-11,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
987,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,2013-09-16,2015-08-10,2015-09-16,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2015-11-22,2016-01-30,2017-11-22,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2015-11-27,2016-06-08,2017-11-27,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2016-06-03,2016-06-13,2018-06-03,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2016-05-31,2016-09-28,2018-05-31,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2014-10-07,2016-04-22,2016-10-07,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2014-10-05,2015-08-26,2016-10-05,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2016-06-23,2016-12-25,2018-06-23,B-400,Saddle,319,Cycles Sales and Repair,7,FR,France
801,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes,Bikes,2015-10-27,2016-06-15,2017-10-27,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2015-11-21,2017-02-22,2017-11-21,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2015-11-26,2016-01-16,2017-11-26,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
987,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,2013-12-17,2015-07-27,2015-12-17,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
973,BK-R79Y-40,"Road-350-W Yellow, 40",Road Bikes,Bikes,2015-09-30,2016-07-09,2017-09-30,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
979,BK-T18U-50,"Touring-3000 Blue, 50",Touring Bikes,Bikes,2016-07-06,2016-08-19,2018-07-06,B-200,Fork,191,Non-Slip Pedal Company,6,CA,Canada
979,BK-T18U-50,"Touring-3000 Blue, 50",Touring Bikes,Bikes,2016-07-11,2018-05-11,2018-07-11,B-400,Saddle,191,Non-Slip Pedal Company,6,CA,Canada
761,BK-R50R-62,"Road-650 Red, 62",Road Bikes,Bikes,2012-05-20,2013-07-12,2014-05-20,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
761,BK-R50R-62,"Road-650 Red, 62",Road Bikes,Bikes,2012-05-22,2013-04-01,2014-05-22,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
790,BK-R89R-48,"Road-250 Red, 48",Road Bikes,Bikes,2013-07-02,2014-01-26,2015-07-02,B-200,Fork,191,Non-Slip Pedal Company,6,CA,Canada
784,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes,Bikes,2016-12-08,2017-01-20,2018-12-08,B-400,Saddle,319,Cycles Sales and Repair,7,FR,France
992,BK-M18B-48,"Mountain-500 Black, 48",Mountain Bikes,Bikes,2012-03-06,2013-12-31,2014-03-06,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
801,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes,Bikes,2016-07-30,2017-10-14,2018-07-30,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
785,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2016-12-02,2017-01-17,2018-12-02,B-400,Saddle,319,Cycles Sales and Repair,7,FR,France
798,BK-R64Y-40,"Road-550-W Yellow, 40",Road Bikes,Bikes,2014-02-12,2014-06-13,2016-02-12,B-200,Fork,191,Non-Slip Pedal Company,6,CA,Canada
785,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2016-12-06,2018-09-11,2018-12-06,B-400,Saddle,319,Cycles Sales and Repair,7,FR,France
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2015-09-08,2017-02-20,2017-09-08,B-700,Drivetrain,338,Rambling Tours,8,DE,Germany
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2015-08-31,2017-04-23,2017-08-31,B-700,Drivetrain,338,Rambling Tours,8,DE,Germany
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2016-03-23,2016-04-12,2018-03-23,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
785,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2014-05-31,2015-03-01,2016-05-31,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
992,BK-M18B-48,"Mountain-500 Black, 48",Mountain Bikes,Bikes,2012-02-05,2013-03-29,2014-02-05,B-400,Saddle,319,Cycles Sales and Repair,7,FR,France
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2016-03-17,2017-08-07,2018-03-17,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
798,BK-R64Y-40,"Road-550-W Yellow, 40",Road Bikes,Bikes,2015-02-06,2015-03-31,2017-02-06,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2016-03-13,2016-11-23,2018-03-13,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
750,BK-R93R-44,"Road-150 Red, 44",Road Bikes,Bikes,2017-04-14,2018-07-06,2019-04-14,B-200,Fork,338,Rambling Tours,8,DE,Germany
956,BK-T79Y-54,"Touring-1000 Yellow, 54",Touring Bikes,Bikes,2017-01-31,2018-01-25,2019-01-31,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
795,BK-R89B-52,"Road-250 Black, 52",Road Bikes,Bikes,2016-09-29,2018-02-02,2018-09-29,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
795,BK-R89B-52,"Road-250 Black, 52",Road Bikes,Bikes,2016-09-26,2017-02-03,2018-09-26,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
974,BK-R79Y-42,"Road-350-W Yellow, 42",Road Bikes,Bikes,2016-05-28,2017-10-18,2018-05-28,B-800,Chain,338,Rambling Tours,8,DE,Germany
974,BK-R79Y-42,"Road-350-W Yellow, 42",Road Bikes,Bikes,2016-05-29,2017-07-07,2018-05-29,B-800,Chain,338,Rambling Tours,8,DE,Germany
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2016-05-10,2017-06-13,2018-05-10,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2016-05-07,2016-12-18,2018-05-07,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
750,BK-R93R-44,"Road-150 Red, 44",Road Bikes,Bikes,2017-01-19,2018-12-05,2019-01-19,B-400,Saddle,319,Cycles Sales and Repair,7,FR,France
750,BK-R93R-44,"Road-150 Red, 44",Road Bikes,Bikes,2017-01-17,2018-02-24,2019-01-17,B-400,Saddle,319,Cycles Sales and Repair,7,FR,France
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2015-11-10,2017-09-15,2017-11-10,B-500,Tyre,319,Cycles Sales and Repair,7,FR,France
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2015-11-12,2017-09-05,2017-11-12,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2014-09-27,2014-11-09,2016-09-27,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
798,BK-R64Y-40,"Road-550-W Yellow, 40",Road Bikes,Bikes,2016-08-18,2017-06-18,2018-08-18,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
798,BK-R64Y-40,"Road-550-W Yellow, 40",Road Bikes,Bikes,2016-08-23,2017-09-07,2018-08-23,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2016-03-30,2017-02-07,2018-03-30,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2016-03-31,2016-09-27,2018-03-31,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
972,BK-T44U-54,"Touring-2000 Blue, 54",Touring Bikes,Bikes,2014-12-12,2016-09-26,2016-12-12,B-800,Chain,338,Rambling Tours,8,DE,Germany
785,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2017-07-04,2018-04-24,2019-07-04,B-500,Tyre,319,Cycles Sales and Repair,7,FR,France
987,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,2012-06-10,2014-02-19,2014-06-10,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
790,BK-R89R-48,"Road-250 Red, 48",Road Bikes,Bikes,2014-09-13,2015-10-04,2016-09-13,B-200,Fork,338,Rambling Tours,8,DE,Germany
790,BK-R89R-48,"Road-250 Red, 48",Road Bikes,Bikes,2014-09-12,2016-02-25,2016-09-12,B-800,Chain,338,Rambling Tours,8,DE,Germany
790,BK-R89R-48,"Road-250 Red, 48",Road Bikes,Bikes,2014-09-14,2014-11-22,2016-09-14,B-200,Fork,338,Rambling Tours,8,DE,Germany
790,BK-R89R-48,"Road-250 Red, 48",Road Bikes,Bikes,2014-09-12,2015-07-12,2016-09-12,B-800,Chain,338,Rambling Tours,8,DE,Germany
750,BK-R93R-44,"Road-150 Red, 44",Road Bikes,Bikes,2017-03-05,2017-10-02,2019-03-05,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
750,BK-R93R-44,"Road-150 Red, 44",Road Bikes,Bikes,2017-03-02,2017-04-22,2019-03-02,B-400,Saddle,319,Cycles Sales and Repair,7,FR,France
958,BK-T18U-54,"Touring-3000 Blue, 54",Touring Bikes,Bikes,2012-02-07,2012-09-20,2014-02-07,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2016-02-29,2016-04-17,2018-02-28,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2016-01-23,2016-10-04,2018-01-23,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2016-01-22,2017-12-12,2018-01-22,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2014-10-28,2016-06-05,2016-10-28,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
976,BK-R79Y-48,"Road-350-W Yellow, 48",Road Bikes,Bikes,2014-03-31,2016-01-20,2016-03-31,B-500,Tyre,319,Cycles Sales and Repair,7,FR,France
784,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes,Bikes,2016-10-30,2017-01-16,2018-10-30,B-200,Fork,319,Cycles Sales and Repair,7,FR,France
784,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes,Bikes,2016-10-27,2016-12-22,2018-10-27,B-500,Tyre,319,Cycles Sales and Repair,7,FR,France
785,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2014-10-06,2016-03-17,2016-10-06,B-400,Saddle,319,Cycles Sales and Repair,7,FR,France
785,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2014-10-05,2016-05-14,2016-10-05,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
987,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,2015-06-06,2015-06-21,2017-06-06,B-300,Brake,319,Cycles Sales and Repair,7,FR,France
989,BK-M18B-40,"Mountain-500 Black, 40",Mountain Bikes,Bikes,2015-09-20,2017-02-24,2017-09-20,B-200,Fork,338,Rambling Tours,8,DE,Germany
989,BK-M18B-40,"Mountain-500 Black, 40",Mountain Bikes,Bikes,2015-09-17,2016-09-25,2017-09-17,B-100,Frame,338,Rambling Tours,8,DE,Germany
989,BK-M18B-40,"Mountain-500 Black, 40",Mountain Bikes,Bikes,2015-08-16,2015-11-12,2017-08-16,B-100,Frame,338,Rambling Tours,8,DE,Germany
773,BK-M82S-44,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,2015-09-19,2016-08-02,2017-09-19,B-200,Fork,338,Rambling Tours,8,DE,Germany
965,BK-T18Y-62,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,2012-12-06,2014-06-15,2014-12-06,B-800,Chain,338,Rambling Tours,8,DE,Germany
795,BK-R89B-52,"Road-250 Black, 52",Road Bikes,Bikes,2015-09-13,2015-12-01,2017-09-13,B-200,Fork,338,Rambling Tours,8,DE,Germany
780,BK-M68S-42,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,2017-02-27,2018-01-09,2019-02-27,B-300,Brake,338,Rambling Tours,8,DE,Germany
798,BK-R64Y-40,"Road-550-W Yellow, 40",Road Bikes,Bikes,2015-09-08,2016-07-07,2017-09-08,B-700,Drivetrain,338,Rambling Tours,8,DE,Germany
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2016-05-30,2018-01-19,2018-05-30,B-200,Fork,338,Rambling Tours,8,DE,Germany
794,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,2016-05-31,2017-04-12,2018-05-31,B-300,Brake,338,Rambling Tours,8,DE,Germany
953,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2015-12-13,2017-02-22,2017-12-13,B-400,Saddle,338,Rambling Tours,8,DE,Germany
780,BK-M68S-42,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,2017-04-23,2018-02-13,2019-04-23,B-200,Fork,338,Rambling Tours,8,DE,Germany
780,BK-M68S-42,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,2017-04-22,2018-02-25,2019-04-22,B-100,Frame,338,Rambling Tours,8,DE,Germany
964,BK-T18Y-58,"Touring-3000 Yellow, 58",Touring Bikes,Bikes,2016-05-19,2017-05-13,2018-05-19,B-200,Fork,338,Rambling Tours,8,DE,Germany
966,BK-T79U-46,"Touring-1000 Blue, 46",Touring Bikes,Bikes,2016-06-01,2017-10-16,2018-06-01,B-200,Fork,338,Rambling Tours,8,DE,Germany
793,BK-R89B-44,"Road-250 Black, 44",Road Bikes,Bikes,2017-04-07,2018-02-28,2019-04-07,B-200,Fork,338,Rambling Tours,8,DE,Germany
972,BK-T44U-54,"Touring-2000 Blue, 54",Touring Bikes,Bikes,2016-11-08,2017-01-12,2018-11-08,B-800,Chain,338,Rambling Tours,8,DE,Germany
972,BK-T44U-54,"Touring-2000 Blue, 54",Touring Bikes,Bikes,2016-11-05,2018-05-17,2018-11-05,B-400,Saddle,338,Rambling Tours,8,DE,Germany
958,BK-T18U-54,"Touring-3000 Blue, 54",Touring Bikes,Bikes,2017-01-02,2017-06-11,2019-01-02,B-200,Fork,338,Rambling Tours,8,DE,Germany
974,BK-R79Y-42,"Road-350-W Yellow, 42",Road Bikes,Bikes,2013-07-31,2013-12-03,2015-07-31,B-200,Fork,338,Rambling Tours,8,DE,Germany
785,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2014-09-02,2014-10-31,2016-09-02,B-200,Fork,191,Non-Slip Pedal Company,6,CA,Canada
777,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2013-01-02,2014-03-22,2015-01-02,B-200,Fork,191,Non-Slip Pedal Company,6,CA,Canada
801,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes,Bikes,2016-02-01,2016-12-18,2018-02-01,B-200,Fork,191,Non-Slip Pedal Company,6,CA,Canada
773,BK-M82S-44,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,2013-05-11,2013-06-14,2015-05-11,B-200,Fork,341,Independent Outlet,2,US,Northeast
801,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes,Bikes,2016-01-27,2017-05-25,2018-01-27,B-200,Fork,191,Non-Slip Pedal Company,6,CA,Canada
750,BK-R93R-44,"Road-150 Red, 44",Road Bikes,Bikes,2017-02-15,2018-07-08,2019-02-15,B-400,Saddle,338,Rambling Tours,8,DE,Germany
750,BK-R93R-44,"Road-150 Red, 44",Road Bikes,Bikes,2017-02-15,2017-12-22,2019-02-15,B-500,Tyre,338,Rambling Tours,8,DE,Germany
750,BK-R93R-44,"Road-150 Red, 44",Road Bikes,Bikes,2017-02-13,2018-03-05,2019-02-13,B-400,Saddle,338,Rambling Tours,8,DE,Germany
